X,Two_qubut,Flexible_multi_qubit
0,0.37953076500431915,0.3649075401605227
1,0.380807785486099,0.3624098884639285
2,0.38002128056873835,0.33675351895286343
3,0.38161137986815374,0.30904635611138764
4,0.3815605964457475,0.35803886842563076
5,0.38089423853206106,0.35247945939266573
6,0.37978149279711426,0.35495266022193644
7,0.37949580698630964,0.35729273464677175
8,0.3794848780517502,0.36732233048686297
9,0.3803804358129269,0.36352781676198753
10,0.37850089997608843,0.3295488907344675
11,0.38004094125294524,0.34489405246807747
12,0.3795371775726767,0.3488702703605115
13,0.37948835192745567,0.3616000232614969
14,0.3788928953617354,0.34223252395569864
15,0.37891893783576025,0.3522458824224401
16,0.37888947259677436,0.3612292198959402
17,0.379376583657854,0.3537068158769002
18,0.3788921300179952,0.34904962460117595
19,0.3784151973617325,0.33783306498460935
20,0.3779304214967348,0.3366782973790658
21,0.37781639262502437,0.33202429755089696
22,0.3780034601738699,0.35832415182441063
23,0.3774478295644404,0.3471417465192918
24,0.3776525530251618,0.35342167182219986
25,0.37737445434325145,0.3539961079709441
26,0.3773327186531099,0.36250996120208223
27,0.3775980915036044,0.3604234245330566
28,0.3769406639964398,0.35481458954741596
29,0.37689701901282663,0.3425485546913068
30,0.37646067814420986,0.33919808602021034
31,0.3767219626847602,0.3486749623545649
32,0.3773751466881389,0.32804991424644264
33,0.37611709455882664,0.3513780474728917
34,0.376544240044778,0.3516939447508198
35,0.3767341015852385,0.3387362896787524
36,0.3770343708534514,0.35013052323961064
37,0.37710470677044267,0.36377284569797474
38,0.37623932472000793,0.3480202454544529
39,0.3767088808235521,0.3536605674070784
40,0.37676479147430075,0.3343649263742374
41,0.3767128575378379,0.34251192274637615
42,0.37667220502725873,0.3506600904920653
43,0.37662649400257586,0.366181215730337
44,0.3761182374746766,0.3184788347496893
45,0.3761425520768741,0.34278716195427267
46,0.37617592635720853,0.3538839139867509
47,0.3761564086887936,0.33893194412942623
48,0.37629102171071743,0.37159681367212655
49,0.3761122005599446,0.35142142566474716
50,0.37699440564891035,0.3406836451233985
51,0.37587944940456186,0.34160397286647376
52,0.3770217109950832,0.35586311799389125
53,0.37604862586008064,0.3477915796467071
54,0.3758729468340394,0.34901137570037194
55,0.376446053247342,0.3474368093219364
56,0.3754245520922768,0.3537449690134879
57,0.3757841445148543,0.3349657827059162
58,0.37625687201150965,0.3390506961051778
59,0.3762938980270868,0.32695127915992567
60,0.37555203367728546,0.3369522662569255
61,0.3761351787428784,0.3359826917893429
62,0.37604928209354105,0.3451078550311774
63,0.3765411867258221,0.34126514615943676
64,0.3764879424828309,0.36479401876441464
65,0.37608799126024384,0.33516005450568476
66,0.37614780195003933,0.34090337556781214
67,0.37615840508379367,0.3565116089963145
68,0.37682051123430416,0.34598304562595095
69,0.3754184459441425,0.3338192248945261
70,0.3758199528934359,0.3548934037109958
71,0.3756642947364025,0.31992115010704675
72,0.3753970815358959,0.32938519258657983
73,0.37620201032524403,0.36641131040060676
74,0.3764072944385278,0.35213887696608387
75,0.3764030459144469,0.35400074412919347
76,0.3761154765874383,0.3674808739098576
77,0.37596107871871726,0.34661190047255835
78,0.37583994507596047,0.3505729638862957
79,0.3756030482113036,0.35176766162818135
80,0.37638021702435487,0.34570187830616417
81,0.3758622762910626,0.36606010020134316
82,0.3757478084155092,0.33145085848341166
83,0.3752857023193479,0.3839738338411999
84,0.3755418154581932,0.3599137335431069
85,0.3757757923192448,0.3486509615293856
86,0.3756051904484552,0.34205340377487153
87,0.37510799697255237,0.34208103823614217
88,0.37608679285075536,0.339503278662446
89,0.3762882852836631,0.35201295332090404
90,0.3763958911407861,0.3476758542722972
91,0.37574853442624867,0.33972983831697995
92,0.37608723751422113,0.3428490410969151
93,0.3756194975045439,0.3583596229348038
94,0.3757129979780219,0.3569578743787964
95,0.3762084147693313,0.3562129692584029
96,0.375973552441042,0.34880124675645374
97,0.3749894463963112,0.34717884699330953
98,0.37551162582595055,0.32928018879039156
99,0.3758998443438044,0.35735723559573224
