X,Two_qubit,Flexible_multi_qubit
0,0.37953076500431915,0.3524623381316296
1,0.380807785486099,0.3083345617754586
2,0.38002128056873835,0.31319668962392777
3,0.38161137986815374,0.3371337862061167
4,0.3815605964457475,0.32670237617879294
5,0.38089423853206106,0.3307802751361318
6,0.37978149279711426,0.31238818318977557
7,0.37949580698630964,0.3233919101706533
8,0.3794848780517502,0.3135256774246499
9,0.3803804358129269,0.30216504118826154
10,0.37850089997608843,0.32136575382216237
11,0.38004094125294524,0.3062435415641637
12,0.3795371775726767,0.31495661673110403
13,0.37948835192745567,0.3085362283474392
14,0.3788928953617354,0.3070279856230481
15,0.37891893783576025,0.30651390878850693
16,0.37888947259677436,0.3111752318430983
17,0.379376583657854,0.2937532676920149
18,0.3788921300179952,0.3142593517552074
19,0.3784151973617325,0.3179329138577017
20,0.3779304214967348,0.30713936763059063
21,0.37781639262502437,0.30966026191206253
22,0.3780034601738699,0.3015905838011997
23,0.3774478295644404,0.3018018997010877
24,0.3776525530251618,0.29778495803708915
25,0.37737445434325145,0.30413731855371823
26,0.3773327186531099,0.3009154993328522
27,0.3775980915036044,0.3021853178973428
28,0.3769406639964398,0.3053185567066091
29,0.37689701901282663,0.30785464829464293
30,0.37646067814420986,0.3118382720586183
31,0.3767219626847602,0.3059315409209369
32,0.3773751466881389,0.3111493281399367
33,0.37611709455882664,0.3066814426326481
34,0.376544240044778,0.3009816805885462
35,0.3767341015852385,0.31045282072321795
36,0.3770343708534514,0.3040004326206428
37,0.37710470677044267,0.29481875476309427
38,0.37623932472000793,0.2954013381230019
39,0.3767088808235521,0.29421137387094276
40,0.37676479147430075,0.30889385358146004
41,0.3767128575378379,0.3085625304270865
42,0.37667220502725873,0.3018673292879475
43,0.37662649400257586,0.2981107304279538
44,0.3761182374746766,0.31951184047731035
45,0.3761425520768741,0.3078946133102054
46,0.37617592635720853,0.30257118820135215
47,0.3761564086887936,0.308712896280078
48,0.37629102171071743,0.28698539917903654
49,0.3761122005599446,0.29655259060700345
50,0.37699440564891035,0.304025233072756
51,0.37587944940456186,0.3066916026606982
52,0.3770217109950832,0.29671072468897597
53,0.37604862586008064,0.29769062804270985
54,0.3758729468340394,0.29878847807259673
55,0.376446053247342,0.30346229699075256
56,0.3754245520922768,0.2966096107757947
57,0.3757841445148543,0.31141313885676275
58,0.37625687201150965,0.30394439354496616
59,0.3762938980270868,0.30696078618954104
60,0.37555203367728546,0.307991812411882
61,0.3761351787428784,0.3085699158417038
62,0.37604928209354105,0.2966193265031337
63,0.3765411867258221,0.2992248963344928
64,0.3764879424828309,0.29745906859324456
65,0.37608799126024384,0.3020841587647525
66,0.37614780195003933,0.303684564009682
67,0.37615840508379367,0.294078077869038
68,0.37682051123430416,0.30005454871186393
69,0.3754184459441425,0.30544144642335913
70,0.3758199528934359,0.29898986573792014
71,0.3756642947364025,0.31245943305040325
72,0.3753970815358959,0.3087299926222663
73,0.37620201032524403,0.2938442529863577
74,0.3764072944385278,0.2950753119767009
75,0.3764030459144469,0.29746335783659134
76,0.3761154765874383,0.2913169499713016
77,0.37596107871871726,0.29496338450984194
78,0.37583994507596047,0.296221296829258
79,0.3756030482113036,0.2955330501952955
80,0.37638021702435487,0.2949258237352099
81,0.3758622762910626,0.2858602268518221
82,0.3757478084155092,0.3092203330220109
83,0.3752857023193479,0.28226015082094935
84,0.3755418154581932,0.2923586534633737
85,0.3757757923192448,0.29872311331235435
86,0.3756051904484552,0.2983574557146017
87,0.37510799697255237,0.30235951736279465
88,0.37608679285075536,0.3028774328918855
89,0.3762882852836631,0.29295417513771593
90,0.3763958911407861,0.3003278776882661
91,0.37574853442624867,0.30344682486132246
92,0.37608723751422113,0.30271108983588874
93,0.3756194975045439,0.29139443083570526
94,0.3757129979780219,0.2924543894285908
95,0.3762084147693313,0.292981943615069
96,0.375973552441042,0.29848732858563976
97,0.3749894463963112,0.2949842105784767
98,0.37551162582595055,0.31244072485504076
99,0.3758998443438044,0.2900864729760556
