EFiRAP,Multi_R,SophonFixed,SophonFlexible
0.0759739875793457,0.008006513118743896,0.011131048202514648,0.009999990463256836
0.11872100830078125,0.022571861743927002,0.026000022888183594,0.011001110076904297
0.17879295349121094,0.052760918935139976,0.03351116180419922,0.015000104904174805
0.24069690704345703,0.07330694794654846,0.055747032165527344,0.011029958724975586
0.2971358299255371,0.0983361005783081,0.05499982833862305,0.012360095977783203
0.3780689239501953,0.12221403916676839,0.06700611114501953,0.010001897811889648
0.4026520252227783,0.14218407017844065,0.1466059684753418,0.010969877243041992
0.4692709445953369,0.1643940955400467,0.09103083610534668,0.01000213623046875
0.5249621868133545,0.19120572010676065,0.11099910736083984,0.010999917984008789
0.5739288330078125,0.22093382477760315,0.2649989128112793,0.010000944137573242
0.6263442039489746,0.2445012005892667,0.15157198905944824,0.010999917984008789
0.6899619102478027,0.2739674796660741,0.28794193267822266,0.00999903678894043
0.7471158504486084,0.29771875418149507,0.23404216766357422,0.010998010635375977
0.8030519485473633,0.32164818048477173,0.2540009021759033,0.00999903678894043
0.8561019897460938,0.35996654828389485,0.4805748462677002,0.009999990463256836
0.9205348491668701,0.386110782623291,0.44700193405151367,0.010004997253417969
0.9783110618591309,0.4138534419676837,0.41268110275268555,0.011000871658325195
1.0287270545959473,0.43149958385361564,0.5480408668518066,0.011004924774169922
1.1389551162719727,0.46497745890366404,0.7631049156188965,0.010029792785644531
1.147702932357788,0.49524576365947726,0.5511159896850586,0.00899815559387207
1.196955919265747,0.5160204541115534,0.8483729362487793,0.010968923568725586
1.2511849403381348,0.533984430811622,0.6039700508117676,0.011004924774169922
1.306246042251587,0.5591136528098065,0.7639989852905273,0.00999903678894043
1.3664040565490723,0.5836395621299744,0.4290139675140381,0.009996891021728516
1.424299955368042,0.6143262195587158,0.8373000621795654,0.010001182556152344
1.5425870418548584,0.6423197984695435,0.6495139598846436,0.010035991668701172
1.5424809455871582,0.666259213730141,0.5560328960418701,0.00999903678894043
1.6054329872131348,0.692474731377193,0.7699980735778809,0.010030984878540039
1.6510210037231445,0.7253892503935715,0.43901705741882324,0.010998964309692383
1.7210218906402588,0.749775743484497,0.9980800151824951,0.009968996047973633
1.771353006362915,0.7716790879926374,0.6320421695709229,0.009999990463256836
1.822335958480835,0.8017706796526909,0.6510028839111328,0.009968996047973633
1.888918161392212,0.8278019843679486,0.8951799869537354,0.012000799179077148
1.932502031326294,0.854561051901649,0.4833228588104248,0.01100015640258789
1.9929440021514893,0.8846672075135368,0.6180310249328613,0.010998964309692383
2.0524439811706543,0.9054217570357852,1.0619230270385742,0.009994983673095703
2.1128339767456055,0.9300945884472614,0.392103910446167,0.010998964309692383
2.1714930534362793,0.9581351782146253,0.886132001876831,0.00999903678894043
2.2273709774017334,0.9880697880035791,1.0149619579315186,0.009002208709716797
2.277686834335327,1.0121441066265107,0.7958638668060303,0.009006023406982422
2.3350682258605957,1.0404923645461477,0.8225469589233398,0.010000944137573242
