OBO,All_in,SophonFixed,SophonFlexible
0.0019991397857666016,0.10203194618225098,1.4868450164794922,0.31357288360595703
0.003999948501586914,0.7906670570373535,1.227612018585205,0.49196887016296387
0.00599980354309082,2.65799617767334,2.235121965408325,0.8966789245605469
0.008992910385131836,6.0716071128845215,4.3482489585876465,0.7757511138916016
0.010007143020629883,11.73862099647522,5.681180953979492,1.2166199684143066
0.01303410530090332,20.109121084213257,8.341470956802368,1.3866958618164062
0.015001058578491211,32.29926300048828,13.553601026535034,1.8703358173370361
0.016000032424926758,47.13029503822327,13.991292953491211,1.7052390575408936
0.01900196075439453,67.40048909187317,18.87973189353943,1.9721970558166504
0.02253413200378418,93.8205258846283,24.85025691986084,2.1488091945648193
